epoch,train_loss,eval_loss,eval_top1,eval_top5
35,4.1628931898337145,1.4513725,71.81199997558593,90.81200002929687
36,4.132963978327238,1.4431625,72.00399997558594,90.88600000488282
37,4.145522782435784,1.4340696875,72.09199999267578,90.98400000488282
38,4.053614359635573,1.42619125,72.18400001953125,91.19600005371093
39,4.118868273038131,1.417786875,72.28000001953124,91.22200002685547
40,4.177818435889024,1.411631875,72.38599999511719,91.28000005371094
41,4.159264422380007,1.4039884375,72.57000001953125,91.35800000488281
42,3.9611987746678867,1.4034975,72.67599999511718,91.40400002929688
43,4.129519187487089,1.3949034375,72.80400001953124,91.47600002929687
44,4.192098397475022,1.3884675,72.93599997558594,91.51400002929688
45,4.108188262352576,1.385675625,73.05400001953124,91.54600005371094
46,4.132119197111863,1.38031,73.19399996582031,91.57800005371094
47,4.14492005109787,1.37568625,73.30799999023438,91.66200005371094
48,4.01319663799726,1.3744409375,73.33999998779296,91.71800002685546
49,4.034533390632043,1.37087125,73.52799999267579,91.76000002685547
50,4.058010060053605,1.362125625,73.50799997558593,91.86400002685546
51,4.048819147623503,1.356613125,73.57600001953125,91.792
52,4.075050505308004,1.354610625,73.69000001953125,91.854
53,3.99810647047483,1.3512715625,73.63799996582031,91.95200002441406
54,3.984820916102483,1.348699375,73.67399999023438,91.99200002441407
55,4.103402224870829,1.346585,73.83199999023438,92.028
56,4.050645713622753,1.3458659375,73.82599999023438,92.01800002685547
57,3.9990247029524584,1.343740625,73.93599999511719,92.06200002441406
58,3.9196872940430274,1.335878125,74.11599999511719,92.118
59,4.012457783405598,1.33843875,74.18800001953124,92.174
60,3.978619717634641,1.335560625,74.22799999267578,92.21
61,3.979600878862234,1.331693125,74.3059999658203,92.25000002441406
62,3.920599034199348,1.32684375,74.28799999267578,92.34000004882813
63,3.939604543722593,1.318304375,74.45199999023437,92.36800004882812
64,3.918708718740023,1.31780625,74.49000001464844,92.41200004882812
65,3.984681303684528,1.313690625,74.48600001708985,92.44200002197266
66,4.04589953330847,1.313731875,74.57999999511719,92.43200004882813
67,3.9512298107147217,1.31087125,74.64400001953125,92.40000002441407
68,3.9796474255048313,1.3114978125,74.66999999511718,92.406
69,3.9322160528256345,1.3091275,74.7419999975586,92.48400002441406
70,4.0011831842936,1.3043615625,74.74800001953125,92.51000004882812
71,3.8762325736192556,1.30251125,74.86199999023438,92.52600002197265
72,3.9725625698383036,1.2991290625,74.91199999023438,92.56600004882813
73,3.9061025243539076,1.294600625,74.9920000390625,92.59800002441406
74,3.87161490550408,1.2870640625,75.1260000390625,92.58800002197266
75,3.9463946590056787,1.285293125,75.20200001464843,92.63000002197266
76,3.952923582150386,1.2856353125,75.28200001220704,92.72799999511719
77,3.8615875519238987,1.28292875,75.2380000390625,92.74400002197265
78,3.8480643263229957,1.2815975,75.16799999267577,92.67400004882812
79,3.8978418570298414,1.27973375,75.28000004394531,92.79600002197266
80,3.948445608982673,1.27564625,75.40199997070313,92.84600004882813
81,3.870668351650238,1.27594875,75.52200001708984,92.81000001953124
82,3.908497539850382,1.271925625,75.60600001708984,92.81800001953125
83,3.814216430370624,1.2679459375,75.5200000390625,92.89600002197265
84,3.85905993443269,1.26726,75.51399998535156,92.92400004882812
85,3.9158065043962917,1.2647621875,75.6000000390625,92.97600002441406
86,3.825493266949287,1.2640396875,75.74200001464844,93.01200002685547
87,3.7991483945112963,1.260860625,75.80400001220703,92.97600002685547
88,3.7851982621046214,1.257854375,75.85800003417968,93.02400004882813
89,3.795608708491692,1.25424875,75.95800003417969,93.04799999511718
